Name,BR ID,Hit streaks (old to new),No hit streaks (old to new),Avg. hit streak-length,Avg. no-hit streak-length,Current hit streak type,Current hit streak,Strikeout streaks (old to new),No strikeout streaks (old to new),Avg. strikeout streak length,Avg. no strikeout streak length,Current strikeout streak type,Current strikeout streak,Exception Message
Oscar Mercado,mercaos01,"[1, 4]","[1, 2, 12]",2.5,5.0,dry streak,12,"[2, 1]","[7, 1, 9]",1.5,5.666666666666667,no strikeout streak,9,
Ernie Clement,clemeer01,"[1, 1, 1, 2, 5, 2, 1]","[2, 1, 5, 1, 1, 4, 2]",1.8571428571428572,2.2857142857142856,dry streak,2,"[1, 2, 1]","[1, 10, 5, 9]",1.3333333333333333,6.25,no strikeout streak,9,
Jeter Downs,downsje01,[2],"[3, 1]",2.0,2.0,dry streak,1,[1],[5],1.0,5.0,no strikeout streak,5,
Tim Locastro,locasti01,"[2, 1, 1, 3, 1]","[16, 6, 3, 2, 3]",1.6,6.0,hit streak,1,"[1, 1, 1, 1, 1, 2, 2]","[6, 4, 5, 3, 2, 2, 5, 2]",1.2857142857142858,3.625,no strikeout streak,2,
Luis Arraez,arraelu01,"[5, 7, 5, 12, 4, 2, 1, 7, 8, 11, 9, 1, 3, 2, 3, 7, 1, 3, 3, 4, 9, 9, 1]","[2, 1, 1, 2, 1, 1, 1, 1, 3, 1, 2, 1, 1, 1, 1, 2, 1, 1, 1, 1, 2, 1]",5.086956521739131,1.3181818181818181,hit streak,1,"[1, 2, 1, 1, 3, 1, 1, 1, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 2, 1, 2]","[4, 5, 8, 6, 2, 13, 4, 6, 1, 9, 2, 3, 2, 4, 1, 4, 2, 4, 1, 6, 7, 4, 6, 10]",1.3333333333333333,4.75,no strikeout streak,10,
Ildemaro Vargas,vargail01,"[1, 4, 2, 2, 1, 1, 1, 8, 2, 2, 1, 4, 1, 1, 1, 4, 1, 6, 1, 4]","[2, 4, 1, 1, 1, 1, 2, 2, 4, 2, 2, 1, 1, 2, 1, 2, 2, 1, 1, 1]",2.4,1.7,hit streak,4,"[1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1]","[3, 10, 9, 5, 3, 4, 2, 4, 1, 1, 13, 2, 6, 3, 1]",1.0714285714285714,4.466666666666667,no strikeout streak,1,
Adam Haseley,haselad01,"[1, 1, 1, 1]","[3, 2, 4, 1, 14]",1.0,4.8,dry streak,14,"[1, 2, 3, 1]","[2, 2, 7, 3, 7]",1.75,4.2,no strikeout streak,7,
Sam Haggerty,haggesa01,"[2, 2, 1, 1, 2, 1, 1, 1, 2, 1, 4, 1]","[3, 8, 1, 2, 2, 4, 1, 2, 1, 1, 1, 3]",1.5833333333333333,2.4166666666666665,hit streak,1,"[1, 2, 1, 1, 2, 1, 2, 1]","[7, 1, 1, 1, 4, 15, 3, 4, 1]",1.375,4.111111111111111,no strikeout streak,1,
Luis Campusano,campulu01,"[1, 1, 2, 5, 1, 4, 1, 1, 3, 1, 2, 3, 6]","[2, 2, 1, 1, 1, 1, 2, 3, 2, 1, 1, 1]",2.3846153846153846,1.5,hit streak,6,"[3, 1, 1, 2, 1, 2, 1, 3, 1, 1]","[2, 6, 2, 4, 6, 3, 1, 2, 1, 6]",1.6,3.3,no strikeout streak,6,
Nick Gordon,gordoni01,"[1, 1, 1, 1, 5, 2, 1, 2]","[3, 2, 2, 5, 2, 3, 1, 1, 1]",1.75,2.2222222222222223,dry streak,1,"[2, 1, 3, 1, 2, 1]","[10, 4, 6, 1, 2, 1]",1.6666666666666667,4.0,strikeout streak,1,
Tony Kemp,kempto01,"[1, 2, 1, 3, 1, 1, 1, 2, 1, 1, 1, 1, 6, 3, 4, 1, 7, 1, 3, 2, 1, 1, 2, 2, 1, 1, 1, 1]","[2, 1, 1, 6, 1, 2, 1, 1, 1, 6, 1, 12, 1, 2, 1, 1, 1, 3, 1, 6, 2, 1, 5, 5, 1, 2, 1, 3]",1.8928571428571428,2.5357142857142856,dry streak,3,"[1, 1, 1, 3, 1, 1, 3, 1, 2, 2, 1, 1, 1, 3, 1, 1, 1, 1, 2, 1, 2, 1, 2, 1]","[1, 2, 1, 1, 6, 1, 3, 3, 6, 10, 4, 9, 2, 2, 7, 9, 3, 6, 1, 6, 2, 2, 2]",1.4583333333333333,3.869565217391304,strikeout streak,1,
Pablo Reyes,reyespa01,"[5, 1, 2, 1, 3, 1, 1, 1, 3, 3, 2, 2, 3]","[3, 4, 1, 3, 1, 4, 2, 1, 2, 1, 1, 4, 5]",2.1538461538461537,2.4615384615384617,dry streak,5,"[4, 2, 1, 2, 2, 1, 1, 1, 1, 2, 1]","[1, 9, 2, 4, 6, 5, 1, 1, 3, 1, 2, 7]",1.6363636363636365,3.5,no strikeout streak,7,
Keibert Ruiz,ruizke01,"[2, 1, 1, 1, 3, 6, 1, 4, 1, 2, 2, 1, 2, 2, 1, 2, 1, 1, 3, 2, 9, 4, 1, 3, 7, 5, 2, 9, 1, 2, 2]","[2, 1, 1, 1, 2, 1, 4, 1, 4, 1, 1, 1, 1, 1, 1, 1, 2, 3, 2, 2, 1, 1, 2, 2, 1, 1, 2, 2, 1, 1]",2.7096774193548385,1.5666666666666667,hit streak,2,"[1, 3, 1, 1, 2, 1, 1, 1, 1, 1, 1, 3, 1, 5, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 5]","[1, 1, 3, 9, 5, 4, 5, 1, 2, 4, 2, 5, 8, 1, 2, 3, 4, 4, 1, 3, 6, 1, 1, 3, 2, 1, 2, 3, 2]",1.5,3.0689655172413794,no strikeout streak,2,
Brett Phillips,phillbr02,"[1, 1, 1, 5]","[14, 5, 1, 1, 7]",2.0,5.6,dry streak,7,"[1, 1, 3, 13, 1]","[5, 1, 5, 3, 3]",3.8,3.4,strikeout streak,1,
Omar Narvaez,narvaom01,"[1, 1, 3, 1, 2, 3, 1, 1, 2, 1, 1, 4]","[1, 1, 6, 4, 4, 2, 1, 1, 1, 3, 1, 1]",1.75,2.1666666666666665,dry streak,1,"[2, 1, 1, 1, 2, 1, 2, 3, 2, 1, 3]","[3, 1, 1, 3, 5, 2, 8, 1, 1, 1, 1, 1]",1.7272727272727273,2.3333333333333335,no strikeout streak,1,
Santiago Espinal,espinsa01,"[2, 2, 3, 1, 1, 1, 4, 5, 1, 1, 1, 1, 5, 3, 1, 2, 5, 3, 1, 2]","[1, 6, 2, 4, 1, 1, 1, 4, 1, 2, 2, 2, 1, 6, 3, 3, 1, 2, 1, 1]",2.25,2.25,hit streak,2,"[1, 1, 1, 1, 4, 1, 2, 1, 1, 1, 1, 4, 1, 3, 1, 1, 1, 1, 2, 1]","[1, 1, 6, 3, 1, 2, 10, 1, 1, 5, 5, 2, 4, 2, 3, 3, 5, 1, 2, 1, 1]",1.5,2.857142857142857,no strikeout streak,1,
Alejandro Kirk,kirkal01,"[4, 1, 1, 1, 3, 2, 2, 1, 3, 1, 3, 2, 1, 2, 2, 1, 1, 1, 1, 1, 3, 5, 1, 1, 1, 1, 5, 1, 1, 2, 2, 1, 1, 1]","[3, 1, 1, 1, 3, 4, 5, 1, 1, 1, 1, 1, 1, 2, 5, 1, 4, 2, 1, 1, 1, 1, 1, 2, 1, 1, 2, 1, 1, 3, 1, 1, 2]",1.7647058823529411,1.7575757575757576,hit streak,1,"[2, 1, 1, 1, 1, 1, 1, 2, 1, 2, 2, 2, 2, 1, 1, 1, 2, 1, 1, 1, 1, 1, 2, 3, 1, 1, 1, 1]","[3, 1, 1, 2, 1, 1, 1, 5, 3, 2, 10, 3, 4, 7, 1, 1, 4, 1, 2, 7, 8, 1, 1, 1, 3, 3, 1, 2]",1.3571428571428572,2.857142857142857,no strikeout streak,2,
Miguel Andujar,andujmi01,"[2, 1, 2, 6, 2]","[5, 6, 1, 1, 1]",2.6,2.8,dry streak,1,"[2, 2, 1, 1, 2, 2]","[2, 4, 4, 1, 1, 3, 2]",1.6666666666666667,2.4285714285714284,no strikeout streak,2,
Johan Camargo,camarjo01,"[1, 1, 1]","[1, 2, 2]",1.0,1.6666666666666667,dry streak,2,"[1, 1]","[4, 2]",1.0,3.0,no strikeout streak,2,
Hanser Alberto,alberha01,"[3, 1, 5, 1, 1, 1, 1]","[2, 5, 1, 2, 1, 5, 1]",1.8571428571428572,2.4285714285714284,hit streak,1,"[1, 2, 1, 3, 1, 1]","[6, 3, 4, 1, 3, 2, 2]",1.5,3.0,no strikeout streak,2,
David Dahl,dahlda01,[1],"[2, 1]",1.0,1.5,dry streak,1,[1],[3],1.0,3.0,no strikeout streak,3,
Wilmer Flores,florewi01,"[3, 3, 4, 2, 2, 3, 3, 1, 1, 1, 1, 5, 1, 7, 5, 2, 7, 2, 1, 6, 1, 1, 1, 2, 1, 1, 2, 3, 2, 1]","[1, 2, 1, 1, 1, 3, 4, 5, 2, 1, 2, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 4]",2.5,1.5666666666666667,hit streak,1,"[1, 7, 4, 2, 1, 1, 7, 1, 1, 2, 1, 1, 2, 1, 4, 2, 1, 1, 3, 3, 2, 1, 1, 1]","[3, 6, 1, 1, 2, 4, 1, 5, 5, 1, 6, 6, 1, 1, 1, 4, 5, 1, 7, 1, 2, 3, 3, 1]",2.125,2.9583333333333335,no strikeout streak,1,
Nicky Lopez,lopezni01,"[1, 1, 1, 1, 2, 1, 3, 2, 1, 3, 1, 2, 2, 1, 1, 1, 1, 1, 1, 3, 1, 3]","[1, 3, 1, 2, 1, 6, 1, 2, 5, 3, 3, 3, 1, 2, 2, 5, 2, 1, 1, 4, 1, 6]",1.5454545454545454,2.5454545454545454,hit streak,3,"[1, 1, 1, 2, 2, 2, 1, 2, 3, 4, 2, 1, 1, 1, 1, 3, 2, 1, 1]","[2, 2, 2, 2, 2, 4, 1, 3, 2, 3, 1, 4, 4, 1, 2, 12, 4, 4, 3]",1.6842105263157894,3.0526315789473686,strikeout streak,1,
Nick Madrigal,madrini01,"[1, 2, 2, 3, 2, 1, 2, 1, 3, 1, 2, 2, 7, 1, 2, 4, 1, 1, 6, 1, 1, 2, 4, 2]","[1, 1, 1, 1, 1, 3, 3, 1, 1, 1, 4, 1, 1, 1, 1, 2, 1, 3, 1, 3, 2, 1, 2, 1]",2.25,1.5833333333333333,hit streak,2,"[1, 1, 1, 3, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[4, 9, 1, 4, 3, 1, 1, 2, 2, 2, 3, 1, 3, 8, 3, 2, 5, 1, 8, 3, 1, 1]",1.1428571428571428,3.090909090909091,no strikeout streak,1,
Willie Calhoun,calhowi01,"[2, 1, 4, 2, 1, 1, 2, 1, 5, 3, 1, 1]","[2, 2, 2, 1, 1, 2, 1, 2, 4, 2, 1]",2.0,1.8181818181818181,hit streak,1,"[1, 1, 5, 1, 2, 1, 1, 1, 2, 3]","[1, 1, 6, 4, 1, 1, 2, 8, 2]",1.8,2.888888888888889,strikeout streak,3,
Ryan McKenna,mckenry01,"[2, 1, 2, 1, 2, 1, 2, 1, 1, 1, 2, 1, 3, 2, 1, 1, 2]","[1, 3, 8, 1, 4, 1, 2, 1, 9, 11, 1, 1, 3, 3, 2, 1, 3, 7]",1.5294117647058822,3.4444444444444446,dry streak,7,"[2, 2, 1, 1, 3, 2, 1, 1, 1, 1, 1, 2, 1, 2, 1, 3, 3, 1, 1, 2]","[1, 1, 5, 1, 2, 4, 7, 2, 1, 2, 1, 5, 2, 6, 4, 1, 3, 1, 1, 2, 4]",1.6,2.6666666666666665,no strikeout streak,4,
Matt Beaty,beatyma01,"[1, 2, 1, 1, 1, 2, 1, 2]","[1, 2, 2, 1, 1, 3, 1, 1, 7]",1.375,2.111111111111111,dry streak,7,"[1, 1, 1, 1, 2, 1, 2, 2, 1]","[2, 3, 3, 2, 4, 1, 2, 1]",1.3333333333333333,2.25,strikeout streak,1,
Andrew Velazquez,velazan01,"[4, 1, 1, 2, 2, 1, 1]","[1, 1, 4, 1, 10, 12, 6, 7]",1.7142857142857142,5.25,dry streak,7,"[1, 1, 2, 1, 1, 2, 2, 5, 1, 1, 3, 1]","[1, 3, 2, 2, 1, 7, 1, 9, 1, 1, 2, 3]",1.75,2.75,no strikeout streak,3,
Travis Jankowski,jankotr01,"[1, 2, 2, 2, 3, 1, 2, 1, 3, 1, 2, 2, 1, 3, 7, 2, 1, 2, 1, 1, 2, 2, 1, 1]","[2, 1, 1, 1, 1, 3, 1, 2, 1, 2, 2, 3, 2, 1, 1, 1, 1, 3, 6, 3, 2, 4, 9, 6]",1.9166666666666667,2.4583333333333335,dry streak,6,"[1, 1, 1, 2, 5, 3, 2, 1, 1, 1, 1, 1, 4, 1, 1, 1, 1, 1, 2, 2, 1, 1, 2]","[3, 2, 1, 1, 3, 1, 1, 7, 8, 3, 2, 3, 4, 1, 6, 2, 2, 2, 1, 1, 2, 4, 6, 2]",1.608695652173913,2.8333333333333335,no strikeout streak,2,
Miguel Rojas,rojasmi02,"[1, 2, 2, 1, 2, 1, 5, 5, 2, 3, 1, 1, 4, 4, 1, 1, 2, 1, 1, 2, 3, 1, 3, 6, 4, 1, 1, 2, 1, 2]","[4, 5, 1, 2, 2, 1, 1, 1, 4, 2, 1, 2, 1, 1, 1, 3, 2, 1, 3, 2, 2, 1, 2, 1, 1, 2, 1, 1, 2, 2]",2.2,1.8333333333333333,dry streak,2,"[2, 1, 2, 1, 2, 1, 1, 1, 1, 1, 3, 2, 1, 2, 3, 3, 1, 1, 1, 1, 2, 3, 2, 1, 1, 1, 2]","[1, 2, 2, 2, 1, 5, 1, 3, 1, 1, 5, 2, 4, 1, 1, 2, 8, 3, 2, 2, 2, 10, 2, 4, 5, 3, 3]",1.5925925925925926,2.888888888888889,strikeout streak,2,
Jonathan Schoop,schoojo01,"[1, 3, 1, 4, 2, 2, 1, 2, 1, 1, 3, 1, 1, 1, 2]","[2, 1, 2, 2, 1, 4, 1, 2, 6, 2, 1, 1, 1, 2, 1]",1.7333333333333334,1.9333333333333333,hit streak,2,"[3, 1, 1, 4, 3, 1, 3, 1, 1, 5, 2]","[2, 1, 6, 7, 1, 3, 1, 2, 2, 1, 4]",2.272727272727273,2.727272727272727,no strikeout streak,4,
Jeff McNeil,mcneije01,"[1, 2, 1, 4, 3, 4, 2, 3, 1, 1, 1, 8, 1, 2, 4, 3, 2, 1, 1, 1, 2, 2, 2, 1, 2, 4, 2, 3, 1, 8, 7, 3, 5, 2, 1, 3, 3, 3]","[1, 1, 2, 3, 1, 1, 1, 4, 1, 1, 1, 2, 1, 1, 2, 1, 1, 2, 5, 1, 1, 1, 1, 2, 2, 1, 1, 2, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1]",2.6315789473684212,1.4473684210526316,dry streak,1,"[1, 1, 2, 1, 1, 1, 1, 1, 1, 2, 2, 3, 2, 1, 1, 1, 5, 3, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 3, 1, 2]","[1, 2, 1, 2, 4, 5, 2, 6, 1, 1, 2, 2, 1, 10, 2, 4, 3, 1, 1, 1, 1, 2, 2, 1, 11, 1, 6, 1, 2, 4, 1, 3, 1, 2, 10]",1.6176470588235294,2.857142857142857,no strikeout streak,10,
Jorge Alfaro,alfarjo01,"[2, 2, 1]","[3, 2, 4, 4]",1.6666666666666667,3.25,dry streak,4,"[6, 1, 3]","[1, 5, 2]",3.3333333333333335,2.6666666666666665,no strikeout streak,2,
Austin Nola,nolaau01,"[1, 2, 3, 1, 1, 2, 1, 1, 1, 1, 3, 2]","[1, 6, 1, 2, 1, 1, 1, 4, 11, 1, 4]",1.5833333333333333,3.0,hit streak,2,"[1, 7, 2, 2, 4, 1, 2, 1, 1, 1, 1]","[3, 1, 1, 2, 3, 3, 1, 2, 1, 11, 1]",2.090909090909091,2.6363636363636362,no strikeout streak,1,
Adam Frazier,fraziad01,"[1, 1, 3, 2, 2, 1, 1, 3, 3, 2, 1, 3, 8, 1, 2, 1, 1, 2, 2, 1, 2, 1, 2, 4, 2, 1, 3, 1, 2, 2, 1, 1, 3, 3, 3, 2, 1]","[1, 2, 3, 1, 1, 3, 1, 1, 1, 2, 1, 1, 1, 2, 1, 1, 1, 1, 3, 3, 1, 2, 1, 5, 1, 1, 1, 1, 2, 1, 1, 3, 1, 2, 2, 2, 3]",2.027027027027027,1.6486486486486487,dry streak,3,"[1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 3, 1, 2, 1, 1, 2, 1, 4, 2, 3, 1, 1, 3, 1, 1, 3, 1, 4]","[4, 6, 1, 1, 1, 3, 3, 3, 1, 4, 1, 3, 5, 1, 1, 1, 1, 2, 1, 1, 2, 5, 11, 1, 1, 3, 6, 1, 1, 2, 1, 1, 2, 1]",1.542857142857143,2.411764705882353,strikeout streak,4,
Cristian Pache,pachecr01,"[3, 1, 1, 2, 1, 1, 1, 3, 1]","[4, 1, 5, 1, 2, 3, 1, 2, 1, 8]",1.5555555555555556,2.8,dry streak,8,"[2, 1, 1, 1, 1, 1, 2, 1, 2, 2, 1]","[2, 3, 3, 1, 3, 1, 2, 6, 4, 1, 1]",1.3636363636363635,2.4545454545454546,no strikeout streak,1,
Garrett Hampson,hampsga01,"[2, 3, 1, 1, 3, 1, 2, 2, 1, 2, 4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 3, 1, 1, 2, 2, 1]","[5, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 3, 2, 2, 1, 2, 4, 2, 2, 2, 3, 3, 1, 1, 1, 1, 3]",1.5925925925925926,1.8148148148148149,hit streak,1,"[1, 1, 2, 2, 2, 1, 1, 5, 2, 1, 2, 3, 3, 2, 1, 1, 4, 3, 1, 2, 2]","[1, 1, 1, 1, 1, 4, 4, 1, 2, 1, 1, 6, 1, 10, 4, 1, 3, 2, 1, 1, 3]",2.0,2.380952380952381,no strikeout streak,3,
Tyrone Taylor,tayloty01,"[2, 3, 1, 1, 1, 2, 1, 2, 3, 1, 1, 6, 3, 6, 1, 2, 1]","[2, 1, 1, 4, 3, 1, 6, 4, 1, 1, 1, 3, 7, 1, 1, 2, 1]",2.176470588235294,2.3529411764705883,hit streak,1,"[2, 2, 3, 2, 1, 4, 1, 1, 1, 1, 1, 1, 1, 1, 6, 2, 1, 4]","[6, 1, 1, 1, 1, 2, 1, 5, 3, 1, 2, 7, 3, 3, 2, 2, 1]",1.9444444444444444,2.4705882352941178,strikeout streak,4,
Brad Miller,millebr02,"[2, 1, 3, 1, 1, 1, 1, 1]","[1, 2, 1, 4, 2, 2, 2, 2]",1.375,2.0,dry streak,2,"[1, 1, 2, 1, 1, 1, 2]","[1, 4, 3, 3, 3, 3, 1]",1.2857142857142858,2.5714285714285716,no strikeout streak,1,
Jason Heyward,heywaja01,"[2, 1, 2, 1, 4, 1, 4, 1, 1, 1, 4, 2, 4, 2, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 4, 2, 2, 3]","[2, 1, 5, 3, 2, 2, 8, 3, 1, 1, 1, 5, 1, 2, 5, 1, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 6]",1.8275862068965518,2.2,dry streak,6,"[1, 5, 1, 3, 1, 4, 1, 1, 2, 1, 3, 1, 1, 1, 1, 6, 2, 2, 1, 1, 1, 1, 1, 1, 1, 2, 1, 3]","[2, 2, 2, 3, 3, 1, 2, 1, 5, 2, 3, 2, 2, 3, 2, 4, 4, 1, 3, 6, 1, 1, 1, 3, 1, 5, 3, 1]",1.7857142857142858,2.4642857142857144,strikeout streak,3,
Jose Trevino,trevijo01,"[1, 2, 1, 1, 3, 3, 1, 1, 1, 1, 1, 1, 2, 2, 2, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 3, 1, 1, 1, 1, 2, 1, 1, 2, 1]",1.4,1.35,dry streak,1,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 3, 1, 2]","[2, 1, 1, 2, 1, 3, 1, 5, 2, 1, 2, 1, 7, 7]",1.2666666666666666,2.5714285714285716,strikeout streak,2,
Curt Casali,casalcu01,"[1, 2, 1, 1, 2, 2, 1, 1, 1, 1]","[1, 1, 1, 8, 7, 1, 3, 3, 1, 1]",1.3,2.7,hit streak,1,"[3, 1, 2, 1, 1, 5, 1, 2, 1]","[2, 2, 3, 2, 2, 3, 6, 1, 2]",1.8888888888888888,2.5555555555555554,strikeout streak,1,
Jake Marisnick,marisja01,"[1, 1, 2, 1, 1, 2, 2, 1, 2, 2]","[9, 1, 5, 1, 4, 3, 3, 1, 2, 2]",1.5,3.1,hit streak,2,"[1, 2, 3, 2, 1, 1, 2, 3, 1, 2]","[7, 1, 1, 1, 2, 3, 4, 2, 1, 2, 4]",1.8,2.5454545454545454,no strikeout streak,4,
Andy Ibanez,ibanean01,"[6, 2, 1, 1, 3, 4, 5, 1, 5, 3, 2, 1, 3, 3, 3, 4, 1, 1, 3, 5, 3, 1]","[4, 1, 1, 10, 1, 4, 2, 2, 1, 2, 1, 1, 1, 1, 2, 3, 2, 1, 2, 1, 3, 1]",2.772727272727273,2.1363636363636362,hit streak,1,"[3, 4, 1, 1, 1, 1, 2, 2, 4, 1, 2, 1, 2, 1, 1, 3, 1, 1, 3, 2, 1, 2, 1, 5, 1, 1]","[10, 3, 2, 2, 1, 1, 3, 8, 1, 1, 1, 2, 2, 3, 1, 1, 2, 1, 3, 1, 5, 3, 1, 1, 1]",1.8461538461538463,2.4,strikeout streak,1,
Sam Hilliard,hillisa01,"[4, 1, 1, 2, 3, 1]","[1, 1, 1, 2, 2, 5, 16]",2.0,4.0,dry streak,16,"[5, 3, 4, 4, 1, 2, 1]","[1, 1, 2, 1, 1, 2, 11, 1]",2.857142857142857,2.5,no strikeout streak,1,
Bobby Dalbec,dalbebo01,"[2, 5]","[8, 1]",3.5,4.5,dry streak,1,"[4, 5, 1]","[2, 3, 1]",3.3333333333333335,2.0,strikeout streak,1,
Vidal Brujan,brujavi01,"[2, 1, 1, 3, 1, 1, 1]","[3, 1, 7, 1, 1, 8, 2, 4]",1.4285714285714286,3.375,dry streak,4,"[1, 5, 1, 3, 1, 4, 2]","[1, 1, 5, 2, 1, 5, 2, 3]",2.4285714285714284,2.5,no strikeout streak,3,
DJ Stewart,stewadj01,"[1, 2, 1, 1, 1, 2, 1, 3, 4, 1, 4, 2, 2, 1]","[3, 2, 1, 2, 1, 8, 1, 1, 1, 1, 1, 1, 2, 1]",1.8571428571428572,1.8571428571428572,hit streak,1,"[2, 1, 3, 2, 3, 16, 7]","[3, 1, 1, 5, 2, 3, 3]",4.857142857142857,2.5714285714285716,strikeout streak,7,
Alex Bregman,bregmal01,"[2, 1, 6, 7, 2, 1, 2, 3, 3, 1, 12, 3, 1, 4, 3, 1, 1, 1, 3, 4, 3, 1, 1, 2, 1, 3, 2, 1, 6, 5, 8, 1, 1, 1]","[4, 1, 1, 1, 4, 1, 3, 2, 1, 1, 1, 1, 1, 4, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 2, 4, 1, 2, 1, 1, 1, 2, 1, 2, 5]",2.8529411764705883,1.6857142857142857,dry streak,5,"[1, 2, 3, 1, 1, 1, 1, 1, 2, 1, 1, 4, 3, 1, 1, 2, 3, 1, 1, 4, 1, 2, 2, 1, 1, 1, 5, 1, 3, 1, 2, 1, 1, 1, 1, 1, 1, 2]","[1, 4, 5, 2, 6, 2, 3, 8, 1, 1, 3, 3, 1, 1, 1, 3, 2, 1, 1, 2, 2, 7, 2, 1, 1, 1, 1, 3, 2, 2, 3, 1, 4, 5, 1, 4, 2]",1.6578947368421053,2.5135135135135136,strikeout streak,2,
Danny Mendick,mendida01,"[1, 1, 1, 1, 1, 2, 1, 1]","[6, 2, 1, 3, 2, 4, 2, 3]",1.125,2.875,hit streak,1,"[2, 1, 1, 2, 1, 2, 2, 1]","[3, 1, 1, 5, 2, 3, 2, 1, 2]",1.5,2.2222222222222223,no strikeout streak,2,
Anthony Rendon,rendoan01,"[2, 5, 1, 3, 6, 2, 1, 1, 1, 1]","[2, 2, 3, 1, 1, 1, 3, 3, 2, 1, 1]",2.3,1.8181818181818181,dry streak,1,"[1, 1, 1, 3, 1, 1, 2, 1, 1, 5, 2]","[8, 1, 1, 1, 3, 4, 3, 1, 1, 1]",1.7272727272727273,2.4,strikeout streak,2,
Whit Merrifield,merriwh01,"[5, 10, 4, 2, 4, 2, 1, 5, 2, 4, 3, 10, 1, 1, 2, 1, 2, 5, 2, 8, 2, 7, 3, 1, 1, 6, 1, 3, 1, 1]","[1, 1, 1, 2, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 2, 3, 1, 2, 1, 1, 4, 2, 1, 1]",3.3333333333333335,1.4,hit streak,1,"[3, 3, 2, 1, 2, 1, 5, 1, 1, 1, 6, 1, 3, 1, 2, 9, 1, 4, 3, 6, 1, 1, 3, 1, 3, 2, 3, 1, 1, 5, 1]","[5, 1, 1, 3, 2, 2, 2, 3, 1, 1, 2, 7, 2, 3, 1, 2, 4, 2, 4, 3, 1, 2, 1, 1, 2, 1, 2, 1, 1, 1]",2.5161290322580645,2.1333333333333333,strikeout streak,1,
Steven Kwan,kwanst01,"[6, 2, 2, 2, 4, 4, 1, 4, 4, 1, 1, 4, 4, 1, 5, 8, 3, 3, 1, 5, 1, 1, 3, 3, 3, 5, 1, 3, 2, 7, 2, 2, 4, 3]","[1, 1, 1, 2, 3, 1, 1, 1, 2, 2, 1, 2, 1, 1, 1, 2, 2, 1, 2, 1, 1, 1, 1, 1, 2, 2, 1, 1, 1, 1, 2, 1, 1, 1, 2]",3.088235294117647,1.3714285714285714,dry streak,2,"[3, 2, 1, 1, 4, 1, 1, 2, 1, 1, 1, 2, 5, 3, 1, 2, 1, 1, 1, 3, 2, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3]","[4, 6, 4, 2, 1, 3, 2, 2, 4, 1, 1, 1, 2, 1, 1, 2, 3, 1, 1, 3, 2, 8, 2, 1, 1, 3, 1, 3, 4, 2, 5, 1, 1, 1, 1, 6, 1, 1, 3]",1.525,2.358974358974359,strikeout streak,3,
Raimel Tapia,tapiara01,"[1, 2, 1, 1, 6, 4, 2, 1, 1, 2, 3, 2]","[2, 1, 2, 7, 1, 2, 1, 2, 7, 3, 2, 1, 3]",2.1666666666666665,2.6153846153846154,dry streak,3,"[1, 1, 2, 3, 1, 3, 1, 8, 1, 4, 2, 1]","[4, 4, 1, 5, 2, 3, 3, 4, 1, 1, 1, 1, 2]",2.3333333333333335,2.4615384615384617,no strikeout streak,2,
Jean Segura,segurje01,"[1, 3, 1, 3, 1, 1, 2, 2, 1, 5, 1, 3, 1, 2, 6, 1, 4, 2, 3, 3]","[2, 1, 3, 2, 1, 1, 2, 3, 2, 2, 4, 1, 4, 2, 2, 1, 1, 1, 1, 2, 1]",2.3,1.8571428571428572,dry streak,1,"[7, 2, 1, 1, 2, 3, 2, 1, 3, 3, 1, 1, 3, 1, 4, 1, 2, 1, 1]","[2, 6, 4, 1, 4, 1, 3, 1, 2, 5, 3, 1, 1, 2, 1, 1, 3, 1, 3]",2.1052631578947367,2.3684210526315788,no strikeout streak,3,
